Name	Currency
GIVAUDAN-REG	CHF
SIKA AG-BR	CHF
CLARIANT AG-REG	CHF
EMS-CHEMIE HOLDING AG-REG	CHF
FERREXPO PLC	GBp
VETROPACK HOLDING AG-BR	CHF
SCHMOLZ+BICKENBACH AG-REG	CHF
CIE FINANCIERE RICHEMONT-REG	CHF
SWATCH GROUP AG/THE-BR	CHF
GARMIN LTD	USD
FORBO HOLDING AG-REG	CHF
DUFRY AG-REG	CHF
VALORA HOLDING AG-REG	CHF
AUTONEUM HOLDING AG	CHF
APG SGA SA	CHF
TE CONNECTIVITY LTD	USD
LOGITECH INTERNATIONAL-REG	CHF
INFICON HOLDING AG-REG	CHF
LEM HOLDING SA-REG	CHF
ALSO HOLDING AG-REG	CHF
KUDELSKI SA-BR	CHF
STMICROELECTRONICS NV	EUR
U-BLOX HOLDING AG	CHF
MEYER BURGER TECHNOLOGY AG	CHF
TEMENOS GROUP AG-REG	CHF
LUXOFT HOLDING INC	USD
SWISS PRIME SITE-REG	CHF
PSP SWISS PROPERTY AG-REG	CHF
ALLREAL HOLDING AG-REG	CHF
MOBIMO HOLDING AG-REG	CHF
INTERSHOP HOLDING AG	CHF
PLAZZA AG-REG A	CHF
SWISSCOM AG-REG	CHF
SUNRISE COMMUNICATIONS GROUP	CHF
TRANSOCEAN LTD	USD
WEATHERFORD INTERNATIONAL PL	USD
BKW AG	CHF
ALPIQ HOLDING AG-REG	CHF
TENCENT HOLDINGS LTD	HKD
ALIBABA GROUP HOLDING-SP ADR	USD
BAIDU INC - SPON ADR	USD
NETEASE INC-ADR	USD
SINA CORP	USD
TRAVELSKY TECHNOLOGY LTD-H	HKD
KINGSOFT CORP LTD	HKD
58.COM INC-ADR	USD
SOHU.COM INC	USD
CHINASOFT INTERNATIONAL LTD	HKD
WEIBO CORP-SPON ADR	USD
YY INC-ADR	USD
KINGDEE INTERNATIONAL SFTWR	HKD
AUTOHOME INC-ADR	USD
MOMO INC-SPON ADR	USD
HC INTERNATIONAL INC	HKD
FANG HOLDINGS LTD - ADR	USD
TIAN GE INTERACTIVE HOLDINGS	HKD
BITAUTO HOLDINGS LTD-ADR	USD
SINOSOFT TECHNOLOGY GROUP LT	HKD
INESA INTELLIGENT TECH INC-B	USD
BAOZUN INC-SPN ADR	USD
SHANGHAI BAOSIGHT SOFTWARE-B	USD
SOGOU INC-ADR	USD
	
V1 GROUP LTD	HKD
AAC TECHNOLOGIES HOLDINGS IN	HKD
SUNNY OPTICAL TECH	HKD
LENOVO GROUP LTD	HKD
ZTE CORP-H	HKD
MEITU INC	HKD
BYD ELECTRONIC INTL CO LTD	HKD
LEGEND HOLDINGS CORP-H	HKD
CHINA RAILWAY SIGNAL & COM-H	HKD
YANGTZE OPTICAL FIBRE AND-H	HKD
HOLLYSYS AUTOMATION TECHNOLO	USD
FIH MOBILE LTD	HKD
BOE TECHNOLOGY GROUP CO LT-B	HKD
O-NET TECHNOLOGIES GROUP LTD	HKD
COOLPAD GROUP LTD	HKD
EASTERN COMMUNICATIONS CO-B	USD
SEMICONDUCTOR MANUFACTURING	HKD
SILERGY CORP	TWD
XINYI SOLAR HOLDINGS LTD	HKD
HUA HONG SEMICONDUCTOR LTD	HKD
CHINA CONSTRUCTION BANK-H	HKD
IND & COMM BK OF CHINA-H	HKD
BANK OF CHINA LTD-H	HKD
CHINA MERCHANTS BANK-H	HKD
AGRICULTURAL BANK OF CHINA-H	HKD
BANK OF COMMUNICATIONS CO-H	HKD
CHINA MINSHENG BANKING COR-H	HKD
CHINA CITIC BANK CORP LTD-H	HKD
POSTAL SAVINGS BANK OF CHI-H	HKD
CHONGQING RURAL COMMERCIAL-H	HKD
CHINA EVERBRIGHT BANK CO L-H	HKD
BANK OF CHONGQING CO LTD-H	HKD
SHENGJING BANK CO LTD-H	HKD
PING AN INSURANCE GROUP CO-H	HKD
CHINA LIFE INSURANCE CO-H	HKD
CHINA PACIFIC INSURANCE GR-H	HKD
PICC PROPERTY & CASUALTY-H	HKD
NEW CHINA LIFE INSURANCE C-H	HKD
PEOPLE'S INSURANCE CO GROU-H	HKD
CHINA REINSURANCE GROUP CO-H	HKD
HAITONG SECURITIES CO LTD-H	HKD
CITIC SECURITIES CO LTD-H	HKD
HUATAI SECURITIES CO LTD-H	HKD
CHINA CINDA ASSET MANAGEME-H	HKD
GF SECURITIES CO LTD-H	HKD
CHINA GALAXY SECURITIES CO-H	HKD
CHINA HUARONG ASSET MANAGE-H	HKD
CHINA INTERNATIONAL CAPITA-H	HKD
CHINA MERCHANTS SECURITIES-H	HKD
CSC FINANCIAL CO LTD-H	HKD
DFZQ-H	HKD
CENTRAL CHINA SECURITIES C-H	HKD
EVERBRIGHT SECURITIES CO L-H	HKD
SHANGHAI GREENCOURT INVEST-B	USD
YIXIN GROUP LTD	HKD
GEELY AUTOMOBILE HOLDINGS LT	HKD
BYD CO LTD-H	HKD
GUANGZHOU AUTOMOBILE GROUP-H	HKD
MINTH GROUP LTD	HKD
DONGFENG MOTOR GRP CO LTD-H	HKD
GREAT WALL MOTOR COMPANY-H	HKD
FUYAO GLASS INDUSTRY GROUP-H	HKD
BAIC MOTOR CORP LTD-H	HKD
CHONGQING CHANGAN AUTOMOBI-B	HKD
TIANNENG POWER INTL LTD	HKD
XINGDA INT'L HOLDINGS	HKD
LAUNCH TECH COMPANY LTD-H	HKD
JIANGLING MOTORS CORP LTD-B	HKD
WEIFU HIGH TECHNOLOGY GROU-B	HKD
CHAOWEI POWER HOLDINGS LTD	HKD
QINGLING MOTORS CO LTD-H	HKD
YUM CHINA HOLDINGS INC	USD
NEW ORIENTAL EDUCATIO-SP ADR	USD
TAL EDUCATION GROUP- ADR	USD
FU SHOU YUAN INTERNATIONAL	HKD
CHINA LODGING GROUP-SPON ADR	USD
SH JINJIANG INTL HOTELS - B	USD
CHINA MAPLE LEAF EDUCATIONAL	HKD
SHANGHAI JIN JIANG INTL HO-H	HKD
HAICHANG OCEAN PARK HOLDINGS	HKD
HUANGSHAN TOURISM DEVELOP-B	USD
SH JINJIANG INTL TRAVEL -B	USD
ANTA SPORTS PRODUCTS LTD	HKD
SHENZHOU INTERNATIONAL GROUP	HKD
LI NING CO LTD	HKD
WUXI LITTLE SWAN CO-B	HKD
HENGTEN NETWORKS GROUP LTD	HKD
LAO FENG XIANG CO LTD-B	USD
GOODBABY INTERNATIONAL HOLDI	HKD
CHINA DONGXIANG GROUP CO	HKD
Q TECHNOLOGY GROUP CO LTD	HKD
HISENSE KELON ELEC HLD-H	HKD
OZNER WATER INTERNATIONAL HO	HKD
XTEP INTERNATIONAL HOLDINGS	HKD
COSMO LADY CHINA HOLDINGS CO	HKD
CHINA LILANG LTD	HKD
361 DEGREES INTERNATIONAL	HKD
WEIQIAO TEXTILE CO LTD-H	HKD
FIYTA HOLDING-B	HKD
ZHONGLU CO LTD-B	USD
LUTHAI TEXTILE CO LTD - B	HKD
SHANGHAI PHOENIX ENTERPRIS-B	USD
DAPHNE INTERNATIONAL HOLDING	HKD
JD.COM INC-ADR	USD
CTRIP.COM INTERNATIONAL-ADR	USD
ZHONGSHENG GROUP HOLDINGS	HKD
GOME RETAIL HOLDINGS LTD	HKD
VIPSHOP HOLDINGS LTD - ADR	USD
CHINA ZHENGTONG AUTO SERVICE	HKD
GOLDEN EAGLE RETAIL GROUP	HKD
CHINA HARMONY NEW ENERGY AUT	HKD
XINHUA WINSHARE PUBLISHING-H	HKD
PARKSON RETAIL GROUP LTD	HKD
GRAND BAOXIN AUTO GROUP LTD	HKD
COGOBUY GROUP	HKD
CHINA LITERATURE LTD	HKD
POLY CULTURE GROUP CORP-H	HKD
WISDOM SPORTS GROUP	HKD
CNOOC LTD	HKD
CHINA PETROLEUM & CHEMICAL-H	HKD
PETROCHINA CO LTD-H	HKD
CHINA SHENHUA ENERGY CO-H	HKD
YANZHOU COAL MINING CO-H	HKD
CHINA OILFIELD SERVICES-H	HKD
INNER MONGOLIA YITAI COAL-B	USD
CHINA COAL ENERGY CO-H	HKD
CHINA SUNTIEN GREEN ENERGY-H	HKD
ANTON OILFIELD SERVICES GP	HKD
SINOPEC OILFIELD SERVICE -H	HKD
HONGHUA GROUP	HKD
HILONG HOLDING LTD	HKD
CHINA EVERGRANDE GROUP	HKD
COUNTRY GARDEN HOLDINGS CO	HKD
SUNAC CHINA HOLDINGS LTD	HKD
FUTURE LAND HOLDINGS CO -A	CNY
CHINA VANKE CO LTD-H	HKD
LONGFOR PROPERTIES	HKD
GUANGZHOU R&F PROPERTIES - H	HKD
CIFI HOLDINGS GROUP CO LTD	HKD
SINO-OCEAN GROUP HOLDING LTD	HKD
AGILE GROUP HOLDINGS LTD	HKD
SHANGHAI LUJIAZUI FIN&TRAD-B	USD
KWG PROPERTY HOLDING LTD	HKD
SHANGHAI JINQIAO EXPORT PR-B	USD
LOGAN PROPERTY HOLDINGS CO L	HKD
GREENTOWN CHINA HOLDINGS	HKD
KAISA GROUP HOLDINGS LTD	HKD
SOHO CHINA LTD	HKD
RED STAR MACALLINE GROUP C-H	HKD
FUTURE LAND DEVELOPMENT HOLD	HKD
SHUI ON LAND LTD	HKD
POWERLONG REAL ESTATE HOLDIN	HKD
YUZHOU PROPERTIES CO	HKD
GREENLAND HONG KONG HOLDINGS	HKD
REDCO GROUP	HKD
CHINA SCE PROPERTY HOLDINGS	HKD
BEIJING CAPITAL LAND LTD-H	HKD
RENHE COMMERCIAL HOLDINGS	HKD
SHANGHAI SHIBEI HI-TECH CO-B	USD
GUORUI PROPERTIES LTD	HKD
CHINA ELECTRONICS OPTICS VAL	HKD
CHINA LOGISTICS PROPERTY HOL	HKD
FANTASIA HOLDINGS GROUP CO	HKD
BEIJING NORTH STAR CO LTD-H	HKD
COLOUR LIFE SERVICES GROUP	HKD
FOSUN INTERNATIONAL LTD	HKD
CHINA COMMUNICATIONS CONST-H	HKD
CRRC CORP LTD - H	HKD
CHINA CONCH VENTURE HOLDINGS	HKD
CHINA RAILWAY GROUP LTD-H	HKD
ZHUZHOU CRRC TIMES ELECTRI-H	HKD
YANGZIJIANG SHIPBUILDING	SGD
WEICHAI POWER CO LTD-H	HKD
CHINA RAILWAY CONSTRUCTION-H	HKD
HAITIAN INTERNATIONAL HLDGS	HKD
SINOPEC ENGINEERING GROUP-H	HKD
AVICHINA INDUSTRY & TECH-H	HKD
SHANGHAI ELECTRIC GRP CO L-H	HKD
LONKING HOLDINGS LTD	HKD
SINOTRUK HONG KONG LTD	HKD
CHINA INTERNATIONAL MARINE-H	HKD
METALLURGICAL CORP OF CHIN-H	HKD
XINJIANG GOLDWIND SCI&TEC-H	HKD
CHINA MACHINERY ENGINEERIN-H	HKD
ZOOMLION HEAVY INDUSTRY - H	HKD
CHINA LESSO GROUP HOLDINGS L	HKD
SHANGHAI MECHANICAL AND EL-B	USD
HANGZHOU STEAM TURBINE CO-B	HKD
CSSC OFFSHORE & MARINE ENG-H	HKD
SHANGHAI DASHENG AGRICULTU-H	HKD
SHANGHAI ZHENHUA HEAVY IND-B	USD
BEIJING URBAN CONSTRUCTION-H	HKD
KAMA CO LTD-B	USD
CHINA FANGDA GROUP CO LTD-B	HKD
SHANG GONG GROUP CO LTD-B	USD
SHANGHAI HIGHLY GROUP CO-B	USD
HARBIN ELECTRIC CO LTD-H	HKD
WELLING HOLDING LTD	HKD
SHANGHAI WAIGAOQIAO FREE- B	USD
DONGFANG ELECTRIC CORP LTD-H	HKD
SHANGHAI DIESEL ENGINE CO-B	USD
FOSHAN ELECTRICAL & LIGHT-B	HKD
SANY HEAVY EQUIPMENT INTL	HKD
FIRST TRACTOR CO-H	HKD
BOER POWER HOLDINGS LTD	HKD
AIR CHINA LTD-H	HKD
BEIJING CAPITAL INTL AIRPO-H	HKD
CHINA SOUTHERN AIRLINES CO-H	HKD
JIANGSU EXPRESS CO LTD-H	HKD
ZHEJIANG EXPRESSWAY CO-H	HKD
COSCO SHIPPING HOLDINGS CO-H	HKD
ZTO EXPRESS CAYMAN INC-ADR	USD
CHINA EASTERN AIRLINES CO-H	HKD
GUANGSHEN RAILWAY CO LTD-H	HKD
SINOTRANS LIMITED-H	HKD
QINGDAO PORT INTERNATIONAL-H	HKD
DAZHONG TRANSPORTATION GRP-B	USD
COSCO SHIPPING DEVELOPMENT-H	HKD
CAR INC	HKD
COSCO SHIPPING ENERGY TRAN-H	HKD
SHENZHEN EXPRESSWAY CO-H	HKD
ANHUI EXPRESSWAY CO LTD-H	HKD
SHANDONG AIRLINES CO LTD-B	HKD
GUANGDONG PROVINCIAL EXPR-B	HKD
SICHUAN EXPRESSWAY CO-H	HKD
DALIAN PORT (PDA) CO LTD-H	HKD
XIAMEN INTERNATIONAL PORT-H	HKD
SHANGHAI JINJIANG INTL-B	USD
JINZHOU PORT CO LTD-B	USD
SHENZHEN CHIWAN WHARF HLDG-B	HKD
51JOB INC-ADR	USD
GREENTOWN SERVICE GROUP CO L	HKD
DONGJIANG ENVIRONMENTAL-H	HKD
SHANGHAI ZHONGYIDA CO LTD-B	USD
TIANJIN CAPITAL ENVIRON-H	HKD
CSPC PHARMACEUTICAL GROUP LT	HKD
SHANGHAI FOSUN PHARMACEUTI-H	HKD
CHINA MEDICAL SYSTEM HOLDING	HKD
CHINA RESOURCES PHARMACEUTIC	HKD
3SBIO INC	HKD
CHINA BIOLOGIC PRODUCTS HOLD	USD
SIHUAN PHARMACEUTICAL HLDGS	HKD
LUYE PHARMA GROUP LTD	HKD
GUANGZHOU BAIYUNSHAN PHARM-H	HKD
TONG REN TANG TECHNOLOGIES-H	HKD
LIVZON PHARMACEUTICAL GROU-H	HKD
SHANGHAI HAIXIN GROUP CO-B	USD
BEIGENE LTD-ADR	USD
SHANGHAI FUDAN-ZHANGJIANG-H	HKD
CHINA ANIMAL HEALTHCARE LTD	HKD
CHINA SHINEWAY PHARMACEUTICA	HKD
SINOPHARM GROUP CO-H	HKD
SHANGHAI PHARMACEUTICALS-H	HKD
SHANDONG WEIGAO GP MEDICAL-H	HKD
LIFETECH SCIENTIFIC CORP	HKD
CHINA RESOURCES PHOENIX HEAL	HKD
CHINA NATIONAL ACCORD MEDI-B	HKD
MICROPORT SCIENTIFIC CORP	HKD
PW MEDTECH GROUP LTD	HKD
ANHUI CONCH CEMENT CO LTD-H	HKD
ALUMINUM CORP OF CHINA LTD-H	HKD
CHINA MOLYBDENUM CO LTD-H	HKD
CHINA NATIONAL BUILDING MA-H	HKD
ZIJIN MINING GROUP CO LTD-H	HKD
SINOPEC SHANGHAI PETROCHEM-H	HKD
JIANGXI COPPER CO LTD-H	HKD
CHINA NATIONAL MATERIALS - H	HKD
FUFENG GROUP LTD	HKD
ANGANG STEEL CO LTD-H	HKD
BBMG CORP-H	HKD
CHINA ZHONGWANG HOLDINGS LTD	HKD
SHANDONG CHENMING PAPER-H	HKD
CHINA SHANSHUI CEMENT GROUP	HKD
ZHAOJIN MINING INDUSTRY - H	HKD
CHINA BLUECHEMICAL LTD - H	HKD
MAANSHAN IRON & STEEL-H	HKD
GREATVIEW ASEPTIC PACKAGING	HKD
INNER MONGOLIA EERDUOSI RE-B	USD
SHANDONG CHENMING PAPER-B	HKD
CSG HOLDING CO LTD - B	HKD
CHINA SILVER GROUP LTD	HKD
WEST CHINA CEMENT LTD	HKD
SHANGHAI HUAYI GROUP CORP -B	USD
SHANGHAI CHLOR-ALKALI CHEM-B	USD
XINJIANG XINXIN MINING IND-H	HKD
HUAXIN CEMENT CO LTD-B	USD
CPMC HOLDINGS LTD	HKD
CHINA RARE EARTH HLDGS LTD	HKD
GREEN SEAL HOLDING LTD	TWD
WANT WANT CHINA HOLDINGS LTD	HKD
TINGYI (CAYMAN ISLN) HLDG CO	HKD
DALI FOODS GROUP CO LTD	HKD
TSINGTAO BREWERY CO LTD-H	HKD
ZHOU HEI YA INTERNATIONAL HO	HKD
UNI-PRESIDENT CHINA HOLDINGS	HKD
YASHILI INTERNATIONAL HOLDIN	HKD
ANHUI GUJING DISTILLERY CO-B	HKD
YANTAI CHANGYU PIONEER-B	HKD
COFCO MEAT HOLDINGS LTD	HKD
CHINA MODERN DAIRY HOLDINGS	HKD
CHINA HUISHAN DAIRY HOLDINGS	HKD
CHINA HUIYUAN JUICE GROUP	HKD
CHINA YURUN FOOD GROUP LTD	HKD
QINQIN FOODSTUFFS GROUP CAYM	HKD
SHENGUAN HOLDINGS GROUP LTD	HKD
HENGAN INTL GROUP CO LTD	HKD
CHLITINA HOLDING LTD	TWD
LIANHUA SUPERMARKET HLDGS -H	HKD
SHANGHAI BAILIAN GROUP CO-B	USD
ENN ENERGY HOLDINGS LTD	HKD
CGN POWER CO LTD-H	HKD
HUANENG POWER INTL INC-H	HKD
CHINA LONGYUAN POWER GROUP-H	HKD
HUANENG RENEWABLES CORP-H	HKD
DATANG INTL POWER GEN CO-H	HKD
HUADIAN FUXIN ENERGY CORP -H	HKD
BEIJING JINGNENG CLEAN ENE-H	HKD
GUANGDONG ELECTRIC POWER-B	HKD
HUADIAN POWER INTL CORP-H	HKD
CT ENVIRONMENTAL GROUP LTD	HKD
HUADIAN ENERGY CO LTD -B	USD
CHINA EVERBRIGHT WATER LTD	SGD
KANGDA INTERNATIONAL ENVIRON	HKD
CHINA TELECOM CORP LTD-H	HKD
CHINA COMMUNICATIONS SERVI-H	HKD
COMMONWEALTH BANK OF AUSTRAL	AUD
WESTPAC BANKING CORP	AUD
AUST AND NZ BANKING GROUP	AUD
NATIONAL AUSTRALIA BANK LTD	AUD
BENDIGO AND ADELAIDE BANK	AUD
BANK OF QUEENSLAND LTD	AUD
GENWORTH MORTGAGE INSURANCE	AUD
MACQUARIE GROUP LTD	AUD
AMP LTD	AUD
ASX LTD	AUD
CHALLENGER LTD	AUD
IOOF HOLDINGS LTD	AUD
MAGELLAN FINANCIAL GROUP LTD	AUD
PENDAL GROUP LTD	AUD
PLATINUM ASSET MANAGEMENT	AUD
PERPETUAL LTD	AUD
ECLIPX GROUP LTD	AUD
CREDIT CORP GROUP LTD	AUD
BLUE SKY ALTERNATIVE INVESTM	AUD
FLEXIGROUP LTD	AUD
OFX GROUP LTD	AUD
SUNCORP GROUP LTD	AUD
INSURANCE AUSTRALIA GROUP	AUD
QBE INSURANCE GROUP LTD	AUD
MEDIBANK PRIVATE LTD	AUD
NIB HOLDINGS LTD	AUD
STEADFAST GROUP LTD	AUD
BHP BILLITON LIMITED	AUD
BHP BILLITON PLC	GBp
SOUTH32 LTD	AUD
AMCOR LIMITED	AUD
NEWCREST MINING LTD	AUD
BORAL LTD	AUD
BLUESCOPE STEEL LTD	AUD
FORTESCUE METALS GROUP LTD	AUD
ORICA LTD	AUD
INCITEC PIVOT LTD	AUD
ALUMINA LTD	AUD
ORORA LTD	AUD
ILUKA RESOURCES LTD	AUD
DULUXGROUP LTD	AUD
ADELAIDE BRIGHTON LTD	AUD
NORTHERN STAR RESOURCES LTD	AUD
MINERAL RESOURCES LTD	AUD
OZ MINERALS LTD	AUD
EVOLUTION MINING LTD	AUD
NUFARM LTD	AUD
REGIS RESOURCES LTD	AUD
CSR LTD	AUD
INDEPENDENCE GROUP NL	AUD
ST BARBARA LTD	AUD
OCEANAGOLD CORP	CAD
SARACEN MINERAL HOLDINGS LTD	AUD
MMG LTD	HKD
GALAXY RESOURCES LTD	AUD
PILBARA MINERALS LTD	AUD
OROCOBRE LTD	AUD
SANDFIRE RESOURCES NL	AUD
PACT GROUP HOLDINGS LTD	AUD
SYRAH RESOURCES LTD	AUD
AUSDRILL LTD	AUD
BRICKWORKS LTD	AUD
WESTERN AREAS LTD	AUD
GOLD ROAD RESOURCES LTD	AUD
RESOLUTE MINING LTD	AUD
WESTGOLD RESOURCES LTD	AUD
HIGHFIELD RESOURCES LTD	AUD
MACA LTD	AUD
PERSEUS MINING LTD	AUD
MOUNT GIBSON IRON LTD	AUD
BEADELL RESOURCES LTD	AUD
QUINTIS LTD	AUD
A.C.N. 004 410 833 LTD	AUD
SCENTRE GROUP	AUD
WESTFIELD CORP	AUD
GOODMAN GROUP	AUD
STOCKLAND	AUD
DEXUS	AUD
LENDLEASE GROUP	AUD
GPT GROUP	AUD
VICINITY CENTRES	AUD
MIRVAC GROUP	AUD
CHARTER HALL GROUP	AUD
INVESTA OFFICE FUND	AUD
SHOPPING CENTRES AUSTRALASIA	AUD
BWP TRUST	AUD
CROMWELL PROPERTY GROUP	AUD
VIVA ENERGY REIT	AUD
AVEO GROUP	AUD
FOLKESTONE EDUCATION TRUST	AUD
CHARTER HALL RETAIL REIT	AUD
ABACUS PROPERTY GROUP	AUD
GROWTHPOINT PROPERTIES AUSTR	AUD
CHARTER HALL LONG WALE REIT	AUD
AVENTUS RETAIL PROPERTY FUND	AUD
GDI PROPERTY GROUP	AUD
INGENIA COMMUNITIES GROUP	AUD
NATIONAL STORAGE REIT	AUD
GATEWAY LIFESTYLE	AUD
ARENA REIT	AUD
RURAL FUNDS GROUP	AUD
CENTURIA INDUSTRIAL REIT	AUD
HOTEL PROPERTY INVESTMENTS	AUD
CEDAR WOODS PROPERTIES LTD	AUD
WESFARMERS LTD	AUD
WOOLWORTHS GROUP LTD	AUD
METCASH LTD	AUD
TREASURY WINE ESTATES LTD	AUD
COCA-COLA AMATIL LTD	AUD
GRAINCORP LTD-A	AUD
COSTA GROUP HOLDINGS LTD	AUD
BEGA CHEESE LTD	AUD
ELDERS LTD	AUD
BELLAMY'S AUSTRALIA LTD	AUD
TASSAL GROUP LTD	AUD
AUSTRALIAN AGRICULTURAL CO	AUD
INGHAMS GROUP LTD	AUD
SELECT HARVESTS LTD	AUD
BLACKMORES LTD	AUD
BWX LTD	AUD
ASALEO CARE LTD	AUD
CSL LTD	AUD
MAYNE PHARMA GROUP LTD	AUD
STARPHARMA HOLDINGS LTD	AUD
SIRTEX MEDICAL LTD	AUD
MESOBLAST LTD	AUD
COCHLEAR LTD	AUD
SONIC HEALTHCARE LTD	AUD
RAMSAY HEALTH CARE LTD	AUD
HEALTHSCOPE LTD	AUD
ANSELL LTD	AUD
PRIMARY HEALTH CARE LTD	AUD
SIGMA HEALTHCARE LTD	AUD
ESTIA HEALTH LTD	AUD
NANOSONICS LTD	AUD
AUSTRALIAN PHARMA INDUS LTD	AUD
JAPARA HEALTHCARE LTD	AUD
REGIS HEALTHCARE LTD	AUD
VIRTUS HEALTH LTD	AUD
TRANSURBAN GROUP	AUD
AURIZON HOLDINGS LTD	AUD
SYDNEY AIRPORT	AUD
QANTAS AIRWAYS LTD	AUD
MACQUARIE ATLAS ROADS GROUP	AUD
QUBE HOLDINGS LTD	AUD
MMA OFFSHORE LTD	AUD
BRAMBLES LTD	AUD
SEEK LTD	AUD
DOWNER EDI LTD	AUD
ALS LTD	AUD
CLEANAWAY WASTE MANAGEMENT L	AUD
MCMILLAN SHAKESPEARE LTD	AUD
SMARTGROUP CORP LTD	AUD
TOX FREE SOLUTIONS LTD	AUD
IPH LTD	AUD
SG FLEET GROUP LTD	AUD
CABCHARGE AUSTRALIA LTD	AUD
CIMIC GROUP LTD	AUD
MONADELPHOUS GROUP LTD	AUD
SEVEN GROUP HOLDINGS LTD	AUD
GWA GROUP LTD	AUD
RCR TOMLINSON LTD	AUD
CARDNO LTD	AUD
DECMIL GROUP LTD	AUD
WOODSIDE PETROLEUM LTD	AUD
ORIGIN ENERGY LTD	AUD
SANTOS LTD	AUD
OIL SEARCH LTD	AUD
CALTEX AUSTRALIA LTD	AUD
WHITEHAVEN COAL LTD	AUD
WORLEYPARSONS LTD	AUD
BEACH ENERGY LTD	AUD
WASHINGTON H. SOUL PATTINSON	AUD
SENEX ENERGY LTD	AUD
AWE LTD	AUD
KAROON GAS AUSTRALIA LTD	AUD
LIQUEFIED NATURAL GAS LTD	AUD
PALADIN ENERGY LTD	AUD
ARISTOCRAT LEISURE LTD	AUD
STAR ENTERTAINMENT GRP LTD/T	AUD
TABCORP HOLDINGS LTD	AUD
CROWN RESORTS LTD	AUD
DOMINO'S PIZZA ENTERPRISES L	AUD
FLIGHT CENTRE TRAVEL GROUP L	AUD
NAVITAS LTD	AUD
G8 EDUCATION LTD	AUD
CORPORATE TRAVEL MANAGEMENT	AUD
INVOCARE LTD	AUD
MANTRA GROUP LTD	AUD
IDP EDUCATION LTD	AUD
ARDENT LEISURE GROUP	AUD
COLLINS FOODS LTD	AUD
AINSWORTH GAME TECHNOLOGY LT	AUD
RETAIL FOOD GROUP LTD	AUD
SEALINK TRAVEL GROUP LTD	AUD
JB HI-FI LTD	AUD
HARVEY NORMAN HOLDINGS LTD	AUD
BAPCOR LTD	AUD
PREMIER INVESTMENTS LTD	AUD
WEBJET LTD	AUD
SUPER RETAIL GROUP LTD	AUD
AUTOMOTIVE HOLDINGS GROUP LT	AUD
MYER HOLDINGS LTD	AUD
GREENCROSS LTD	AUD
ACCENT GROUP LTD	AUD
VITA GROUP LTD	AUD
REJECT SHOP LTD/THE	AUD
THORN GROUP LTD	AUD
CASH CONVERTERS INTL LTD	AUD
FAIRFAX MEDIA LTD	AUD
SOUTHERN CROSS MEDIA GROUP L	AUD
NINE ENTERTAINMENT CO HOLDIN	AUD
APN OUTDOOR GROUP LTD	AUD
VILLAGE ROADSHOW LTD	AUD
SEVEN WEST MEDIA LTD	AUD
OOH!MEDIA LTD	AUD
HT&E LTD	AUD
WPP AUNZ LTD	AUD
ARB CORP LTD	AUD
G.U.D. HOLDINGS LTD	AUD
BREVILLE GROUP LTD	AUD
BILLABONG INTERNATIONAL LTD	AUD
COMPUTERSHARE LTD	AUD
ATLASSIAN CORP PLC-CLASS A	USD
LINK ADMINISTRATION HOLDINGS	AUD
REA GROUP LTD	AUD
CARSALES.COM LTD	AUD
IRESS LTD	AUD
NEXTDC LTD	AUD
MYOB GROUP LTD	AUD
ALTIUM LTD	AUD
TECHNOLOGY ONE LTD	AUD
ACONEX LTD	AUD
WISETECH GLOBAL LTD	AUD
DOMAIN HOLDINGS AUSTRALIA LT	AUD
ISENTIA GROUP LTD	AUD
CSG LTD	AUD
AGL ENERGY LTD	AUD
APA GROUP	AUD
AUSNET SERVICES	AUD
INFIGEN ENERGY	AUD
ERM POWER LTD	AUD
TELSTRA CORP LTD	AUD
TPG TELECOM LTD	AUD
VOCUS GROUP LTD	AUD
SPEEDCAST INTERNATIONAL LTD	AUD
SUPERLOOP LTD	AUD
SAMSUNG ELECTR-GDR	USD
SAMSUNG ELECTRONICS-PREF	KRW
SAMSUNG ELECTRONICS CO LTD	KRW
SAMSUNG SDI CO LTD	KRW
SAMSUNG ELECTRO-MECHANICS CO	KRW
LG INNOTEK CO LTD	KRW
SFA ENGINEERING CORP	KRW
ILJIN MATERIALS CO LTD	KRW
DAEDUCK GDS CO LTD	KRW
INTERFLEX CO LTD	KRW
DAEDUCK ELECTRONICS CO	KRW
HOMECAST CO LTD	KRW
SAM YOUNG ELECTRONICS CO LTD	KRW
PARTRON CO LTD	KRW
KH VATEC CO LTD	KRW
NAVER CORP	KRW
NCSOFT CORP	KRW
KAKAO CORP	KRW
COM2US CORP	KRW
WEBZEN INC	KRW
GAMEVIL INC	KRW
DOUZONE BIZON CO LTD	KRW
AHNLAB INC	KRW
WEMADE ENTERTAINMENT CO LTD	KRW
POSCO ICT CO LTD	KRW
KOH YOUNG TECHNOLOGY INC	KRW
WONIK IPS CO LTD	KRW
SEOUL SEMICONDUCTOR CO LTD	KRW
EO TECHNICS CO LTD	KRW
WONIK HOLDINGS CO LTD	KRW
LEENO INDUSTRIAL INC	KRW
TES CO LTD	KRW
TOPTEC CO LTD	KRW
SILICON WORKS CO LTD	KRW
DB HITEK CO LTD	KRW
GEMVAX & KAEL CO LTD	KRW
APS HOLDINGS CORP	KRW
KB FINANCIAL GROUP INC-ADR	USD
