Name	Currency
NIPPON SUISAN KAISHA LTD	JPY
MEGMILK SNOW BRAND CO LTD	JPY
ITOHAM YONEKYU HOLDINGS INC	JPY
SAKATA SEED CORP	JPY
PRIMA MEAT PACKERS LTD	JPY
MARUHA NICHIRO CORP	JPY
NISSHIN OILLIO GROUP LTD/THE	JPY
MITSUI SUGAR CO LTD	JPY
NIPPON FLOUR MILLS CO LTD	JPY
KENKO MAYONNAISE CO LTD	JPY
S FOODS INC	JPY
CHUBU SHIRYO CO LTD	JPY
ROCK FIELD CO LTD	JPY
NAGATANIEN HOLDINGS CO LTD	JPY
HOKUTO CORP	JPY
KYOKUYO CO LTD	JPY
STARZEN CO LTD	JPY
KAMEDA SEIKA CO LTD	JPY
SHOWA SANGYO CO LTD	JPY
KEY COFFEE INC	JPY
MARUDAI FOOD CO LTD	JPY
WARABEYA NICHIYO HOLDINGS CO	JPY
DYDO GROUP HOLDINGS INC	JPY
FUJIYA CO LTD	JPY
FUJICCO CO LTD	JPY
FEED ONE CO LTD	JPY
RIKEN VITAMIN CO LTD	JPY
ROKKO BUTTER CO LTD	JPY
J-OIL MILLS INC	JPY
NIPPON BEET SUGAR MFG CO LTD	JPY
KAO CORP	JPY
SHISEIDO CO LTD	JPY
UNICHARM CORP	JPY
LION CORP	JPY
KOSE CORP	JPY
PIGEON CORP	JPY
KOBAYASHI PHARMACEUTICAL CO	JPY
POLA ORBIS HOLDINGS INC	JPY
CI:Z HOLDINGS CO LTD	JPY
MANDOM CORP	JPY
NOEVIR HOLDING CO	JPY
FANCL CORP	JPY
YA-MAN LTD	JPY
EARTH CORP	JPY
MILBON CO LTD	JPY
EUGLENA CO LTD	JPY
ARTNATURE INC	JPY
ST CORP	JPY
SEVEN & I HOLDINGS CO LTD	JPY
AEON CO LTD	JPY
FAMILYMART UNY HOLDINGS CO L	JPY
TSURUHA HOLDINGS INC	JPY
LAWSON INC	JPY
MATSUMOTOKIYOSHI HOLDINGS CO	JPY
SUNDRUG CO LTD	JPY
WELCIA HOLDINGS CO LTD	JPY
SUGI HOLDINGS CO LTD	JPY
COSMOS PHARMACEUTICAL CORP	JPY
AIN HOLDINGS INC	JPY
COCOKARA FINE INC	JPY
YAOKO CO LTD	JPY
KATO SANGYO CO LTD	JPY
BELC CO LTD	JPY
KUSURI NO AOKI HOLDINGS CO L	JPY
VALOR HOLDINGS CO LTD	JPY
ARCS CO LTD	JPY
HEIWADO CO LTD	JPY
AXIAL RETAILING INC	JPY
CREATE SD HOLDINGS CO	JPY
SAN-A CO LTD	JPY
UNITED SUPER MARKETS HOLDING	JPY
YOKOHAMA REITO CO LTD	JPY
MITSUBISHI SHOKUHIN CO LTD	JPY
SHOEI FOODS CORP	JPY
KANSAI SUPER MARKET LTD	JPY
INAGEYA CO LTD	JPY
LIFE CORP	JPY
ITOCHU-SHOKUHIN CO LTD	JPY
OKUWA CO LTD	JPY
QOL CO LTD	JPY
CAWACHI LTD	JPY
SOGO MEDICAL CO LTD	JPY
YAKUODO CO LTD	JPY
TOHO CO LTD	JPY
KOBE BUSSAN CO LTD	JPY
MINISTOP CO LTD	JPY
HALOWS CO LTD	JPY
DAIKOKUTENBUSSAN CO LTD	JPY
NIHON CHOUZAI CO LTD	JPY
SHIN-ETSU CHEMICAL CO LTD	JPY
NIPPON STEEL & SUMITOMO META	JPY
ASAHI KASEI CORP	JPY
TORAY INDUSTRIES INC	JPY
MITSUBISHI CHEMICAL HOLDINGS	JPY
NITTO DENKO CORP	JPY
JFE HOLDINGS INC	JPY
SUMITOMO METAL MINING CO LTD	JPY
SUMITOMO CHEMICAL CO LTD	JPY
KURARAY CO LTD	JPY
TOSOH CORP	JPY
MITSUI CHEMICALS INC	JPY
NISSAN CHEMICAL INDUSTRIES	JPY
OJI HOLDINGS CORP	JPY
SHOWA DENKO K K	JPY
MITSUBISHI GAS CHEMICAL CO	JPY
KANSAI PAINT CO LTD	JPY
NIPPON PAINT HOLDINGS CO LTD	JPY
TAIHEIYO CEMENT CORP	JPY
MITSUBISHI MATERIALS CORP	JPY
TEIJIN LTD	JPY
JSR CORP	JPY
DAICEL CORP	JPY
DENKA CO LTD	JPY
UBE INDUSTRIES LTD	JPY
MITSUI MINING & SMELTING CO	JPY
AIR WATER INC	JPY
DIC CORP	JPY
HITACHI METALS LTD	JPY
KOBE STEEL LTD	JPY
HITACHI CHEMICAL CO LTD	JPY
TOYO SEIKAN GROUP HOLDINGS L	JPY
KANEKA CORP	JPY
TOKAI CARBON CO LTD	JPY
NIPPON KAYAKU CO LTD	JPY
ZEON CORP	JPY
NIPPON SHOKUBAI CO LTD	JPY
TAIYO NIPPON SANSO CORP	JPY
DAIDO STEEL CO LTD	JPY
DOWA HOLDINGS CO LTD	JPY
TOKUYAMA CORP	JPY
NOF CORP	JPY
TOKYO OHKA KOGYO CO LTD	JPY
ADEKA CORP	JPY
MARUICHI STEEL TUBE LTD	JPY
SUMITOMO OSAKA CEMENT CO LTD	JPY
NIHON PARKERIZING CO LTD	JPY
NIPPON LIGHT METAL HOLDINGS	JPY
NIPPON PAPER INDUSTRIES CO L	JPY
TOAGOSEI CO LTD	JPY
TOYOBO CO LTD	JPY
FUJI SEAL INTERNATIONAL INC	JPY
TOYO INK SC HOLDINGS CO LTD	JPY
LINTEC CORP	JPY
RENGO CO LTD	JPY
SUMITOMO BAKELITE CO LTD	JPY
FP CORP	JPY
DAIO PAPER CORP	JPY
FUJIMORI KOGYO CO LTD	JPY
YAMATO KOGYO CO LTD	JPY
NIPPON SODA CO LTD	JPY
KUREHA CORP	JPY
HOKUETSU KISHU PAPER CO LTD	JPY
KH NEOCHEM CO LTD	JPY
ASAHI HOLDINGS INC	JPY
YODOGAWA STEEL WORKS LTD	JPY
TOKYO STEEL MFG CO LTD	JPY
SANYO CHEMICAL INDUSTRIES	JPY
SANYO SPECIAL STEEL CO LTD	JPY
NISSHIN STEEL CO LTD	JPY
CHUGOKU MARINE PAINTS LTD	JPY
UACJ CORP	JPY
SUMITOMO SEIKA CHEMICALS CO	JPY
OKAMOTO INDUSTRIES INC	JPY
NIPPON VALQUA INDUSTRIES LTD	JPY
TAIYO HOLDINGS CO LTD	JPY
GUN EI CHEMICAL INDUSTRY CO	JPY
TOPY INDUSTRIES LTD	JPY
TOHO ZINC CO LTD	JPY
TOKUSHU TOKAI PAPER CO LTD	JPY
SAKATA INX CORP	JPY
DAINICHISEIKA COLOR & CHEM	JPY
JCU CORP	JPY
KANTO DENKA KOGYO CO LTD	JPY
TAISEI LAMICK CO LTD	JPY
OSAKA STEEL CO LTD	JPY
AICHI STEEL CORP	JPY
KONISHI CO LTD	JPY
FUSO CHEMICAL CO LTD	JPY
NETUREN CO LTD	JPY
HODOGAYA CHEMICAL CO LTD	JPY
TAKASAGO INTERNATIONAL CORP	JPY
KUMIAI CHEMICAL INDUSTRY CO	JPY
T HASEGAWA CO LTD	JPY
MITSUBISHI STEEL MFG CO LTD	JPY
SAKAI CHEMICAL INDUSTRY CO	JPY
TOYO KOHAN CO LTD	JPY
PACK CORP/THE	JPY
ISHIHARA SANGYO KAISHA LTD	JPY
SHIKOKU CHEMICALS CORP	JPY
OSAKA SODA CO LTD	JPY
KYOEI STEEL LTD	JPY
W-SCOPE CORP	JPY
GODO STEEL LTD	JPY
TOKYO ROPE MFG CO LTD	JPY
DAIKEN CORP	JPY
ARAKAWA CHEMICAL INDUSTRIES	JPY
TOMOKU CO LTD	JPY
NITTETSU MINING CO LTD	JPY
STELLA CHEMIFA CORP	JPY
PACIFIC METALS CO LTD	JPY
ASAHI YUKIZAI CORP	JPY
SHIN-ETSU POLYMER CO LTD	JPY
FUJIMI INC	JPY
JSP CORP	JPY
TOHO TITANIUM CO LTD	JPY
NIPPON DENKO CO LTD	JPY
OSAKA TITANIUM TECHNOLOGIES	JPY
OKURA INDUSTRIAL CO LTD	JPY
SEKISUI PLASTICS CO LTD	JPY
CI  TAKIRON CORP	JPY
CHUETSU PULP & PAPER CO LTD	JPY
DAI NIPPON TORYO CO LTD	JPY
ACHILLES CORP	JPY
TOKYO TEKKO CO LTD	JPY
KOATSU GAS KOGYO CO LTD	JPY
YUSHIRO CHEMICAL INDUSTRY CO	JPY
TENMA CORP	JPY
RIKEN TECHNOS CORP	JPY
FUJIKURA KASEI CO LTD	JPY
MITANI SEKISAN CO LTD	JPY
KURIMOTO LTD	JPY
HOKKAN HOLDINGS LTD	JPY
MITSUBISHI PAPER MILLS LTD	JPY
NIHON YAMAMURA GLASS CO LTD	JPY
NIPPON YAKIN KOGYO CO LTD	JPY
NIHON NOHYAKU CO LTD	JPY
TAKEDA PHARMACEUTICAL CO LTD	JPY
ASTELLAS PHARMA INC	JPY
OTSUKA HOLDINGS CO LTD	JPY
DAIICHI SANKYO CO LTD	JPY
EISAI CO LTD	JPY
SHIONOGI & CO LTD	JPY
CHUGAI PHARMACEUTICAL CO LTD	JPY
ONO PHARMACEUTICAL CO LTD	JPY
SANTEN PHARMACEUTICAL CO LTD	JPY
KYOWA HAKKO KIRIN CO LTD	JPY
MITSUBISHI TANABE PHARMA	JPY
HISAMITSU PHARMACEUTICAL CO	JPY
TAISHO PHARMACEUTICAL HOLDIN	JPY
NIPPON SHINYAKU CO LTD	JPY
PEPTIDREAM INC	JPY
ROHTO PHARMACEUTICAL CO LTD	JPY
SUMITOMO DAINIPPON PHARMA CO	JPY
TSUMURA & CO	JPY
KAKEN PHARMACEUTICAL CO LTD	JPY
SAWAI PHARMACEUTICAL CO LTD	JPY
MOCHIDA PHARMACEUTICAL CO	JPY
KISSEI PHARMACEUTICAL CO LTD	JPY
EPS HOLDINGS INC	JPY
KYORIN HOLDINGS INC	JPY
ZERIA PHARMACEUTICAL CO LTD	JPY
SEIKAGAKU CORP	JPY
NICHI-IKO PHARMACEUTICAL CO	JPY
TOWA PHARMACEUTICAL CO LTD	JPY
TAKARA BIO INC	JPY
LINICAL CO LTD	JPY
TORII PHARMACEUTICAL CO LTD	JPY
JCR PHARMACEUTICALS CO LTD	JPY
ASKA PHARMACEUTICAL CO LTD	JPY
FUJI PHARMA CO LTD	JPY
DAITO PHARMACEUTICAL CO LTD	JPY
NIPPON CHEMIPHAR CO LTD	JPY
FUSO PHARMACEUTICAL INDUST	JPY
HOYA CORP	JPY
TERUMO CORP	JPY
SYSMEX CORP	JPY
OLYMPUS CORP	JPY
M3 INC	JPY
ALFRESA HOLDINGS CORP	JPY
ASAHI INTECC CO LTD	JPY
SUZUKEN CO LTD	JPY
MEDIPAL HOLDINGS CORP	JPY
MIRACA HOLDINGS INC	JPY
NIHON KOHDEN CORP	JPY
NIPRO CORP	JPY
SHIP HEALTHCARE HOLDINGS INC	JPY
JAPAN LIFELINE CO LTD	JPY
TOHO HOLDINGS CO LTD	JPY
PARAMOUNT BED HOLDINGS CO LT	JPY
AS ONE CORP	JPY
HOGY MEDICAL CO LTD	JPY
MENICON CO LTD	JPY
EIKEN CHEMICAL CO LTD	JPY
NICHIIGAKKAN CO LTD	JPY
NAGAILEBEN CO LTD	JPY
NIKKISO CO LTD	JPY
MANI INC	JPY
JEOL LTD	JPY
TSUKUI CORP	JPY
TOKAI CORP/GIFU	JPY
BML INC	JPY
VITAL KSK HOLDINGS INC	JPY
SOFTBANK GROUP CORP	JPY
KDDI CORP	JPY
NIPPON TELEGRAPH & TELEPHONE	JPY
NTT DOCOMO INC	JPY
DAIWA HOUSE INDUSTRY CO LTD	JPY
MITSUI FUDOSAN CO LTD	JPY
MITSUBISHI ESTATE CO LTD	JPY
DAITO TRUST CONSTRUCT CO LTD	JPY
SUMITOMO REALTY & DEVELOPMEN	JPY
TOKYU FUDOSAN HOLDINGS CORP	JPY
HULIC CO LTD	JPY
RELO GROUP INC	JPY
NOMURA REAL ESTATE HOLDINGS	JPY
TOKYO TATEMONO CO LTD	JPY
AEON MALL CO LTD	JPY
KENEDIX INC	JPY
OPEN HOUSE CO LTD	JPY
NTT URBAN DEVELOPMENT CORP	JPY
AIRPORT FACILITIES CO LTD	JPY
ICHIGO INC	JPY
DAIBIRU CORP	JPY
HEIWA REAL ESTATE CO LTD	JPY
KEIHANSHIN BUILDING CO LTD	JPY
TATERU INC	JPY
TOC CO LTD	JPY
UNIZO HOLDINGS CO LTD	JPY
TOSEI CORP	JPY
TAKARA LEBEN CO LTD	JPY
GOLDCREST CO LTD	JPY
TOKYO RAKUTENCHI CO LTD	JPY
SUN FRONTIER FUDOUSAN CO LTD	JPY
TOKYO GAS CO LTD	JPY
CHUBU ELECTRIC POWER CO INC	JPY
KANSAI ELECTRIC POWER CO INC	JPY
OSAKA GAS CO LTD	JPY
TOKYO ELECTRIC POWER COMPANY	JPY
TOHOKU ELECTRIC POWER CO INC	JPY
KYUSHU ELECTRIC POWER CO INC	JPY
ELECTRIC POWER DEVELOPMENT C	JPY
CHUGOKU ELECTRIC POWER CO	JPY
TOHO GAS CO LTD	JPY
SHIKOKU ELECTRIC POWER CO	JPY
NIPPON GAS CO LTD	JPY
HOKURIKU ELECTRIC POWER CO	JPY
HOKKAIDO ELECTRIC POWER CO	JPY
SAIBU GAS CO LTD	JPY
OKINAWA ELECTRIC POWER CO	JPY
SHIZUOKA GAS CO LTD	JPY
HOKKAIDO GAS CO LTD	JPY
EREX CO LTD	JPY
K&O ENERGY GROUP INC	JPY
JXTG HOLDINGS INC	JPY
INPEX CORP	JPY
IDEMITSU KOSAN CO LTD	JPY
COSMO ENERGY HOLDINGS CO LTD	JPY
SHOWA SHELL SEKIYU KK	JPY
MODEC INC	JPY
SINANEN HOLDINGS CO LTD	JPY
SAN-AI OIL CO LTD	JPY
JAPAN PETROLEUM EXPLORATION	JPY
TOYO KANETSU K K	JPY
NIPPON COKE & ENGINEERING CO	JPY
SHINKO PLANTECH CO LTD	JPY
MITSUUROKO HOLDINGS CO LTD	JPY
TOA OIL CO LTD	JPY
ITOCHU ENEX CO LTD	JPY
HSBC HOLDINGS PLC	GBp
LLOYDS BANKING GROUP PLC	GBp
BARCLAYS PLC	GBp
STANDARD CHARTERED PLC	GBp
ROYAL BANK OF SCOTLAND GROUP	GBp
CYBG PLC	GBp
METRO BANK PLC	GBp
PARAGON BANKING GROUP PLC	GBp
VIRGIN MONEY HOLDINGS UK	GBp
ONESAVINGS BANK PLC	GBp
ALDERMORE GROUP PLC	GBp
PRUDENTIAL PLC	GBp
AON PLC	USD
AVIVA PLC	GBp
LEGAL & GENERAL GROUP PLC	GBp
WILLIS TOWERS WATSON PLC	USD
OLD MUTUAL PLC	GBp
RSA INSURANCE GROUP PLC	GBp
DIRECT LINE INSURANCE GROUP	GBp
ADMIRAL GROUP PLC	GBp
BEAZLEY PLC	GBp
JARDINE LLOYD THOMPSON GROUP	GBp
SAGA PLC	GBp
LANCASHIRE HOLDINGS LTD	GBp
JUST GROUP PLC	GBp
HASTINGS GROUP HOLDINGS PLC	GBp
ESURE GROUP PLC	GBp
CHESNARA PLC	GBp
STANDARD LIFE ABERDEEN PLC	GBp
LONDON STOCK EXCHANGE GROUP	GBp
3I GROUP PLC	GBp
ST JAMES'S PLACE PLC	GBp
JANUS HENDERSON GROUP PLC	USD
HARGREAVES LANSDOWN PLC	GBp
SCHRODERS PLC	GBp
MAN GROUP PLC	GBp
INTERMEDIATE CAPITAL GROUP	GBp
TP ICAP PLC	GBp
IG GROUP HOLDINGS PLC	GBp
JUPITER FUND MANAGEMENT	GBp
CLOSE BROTHERS GROUP PLC	GBp
NEX GROUP PLC	GBp
ASHMORE GROUP PLC	GBp
PROVIDENT FINANCIAL PLC	GBp
RATHBONE BROTHERS PLC	GBp
BREWIN DOLPHIN HOLDINGS PLC	GBp
BRIGHTSPHERE INVESTMENT GROU	USD
INTERNATIONAL PERSONAL FINAN	GBp
ALLIED MINDS PLC	GBp
CMC MARKETS PLC	GBp
BRITISH AMERICAN TOBACCO PLC	GBp
DIAGEO PLC	GBp
IMPERIAL BRANDS PLC	GBp
BRITISH AMERICAN TOB-SP ADR	USD
ASSOCIATED BRITISH FOODS PLC	GBp
COCA-COLA EUROPEAN PARTNERS	USD
TATE & LYLE PLC	GBp
BRITVIC PLC	GBp
CRANSWICK PLC	GBp
DAIRY CREST GROUP PLC	GBp
DEVRO PLC	GBp
PREMIER FOODS PLC	GBp
UNILEVER NV-CVA	EUR
UNILEVER PLC	GBp
RECKITT BENCKISER GROUP PLC	GBp
AVON PRODUCTS INC	USD
PZ CUSSONS PLC	GBp
TESCO PLC	GBp
WM MORRISON SUPERMARKETS	GBp
SAINSBURY (J) PLC	GBp
BOOKER GROUP PLC	GBp
WPP PLC	GBp
LIBERTY GLOBAL PLC- C	USD
SKY PLC	GBp
ITV PLC	GBp
PEARSON PLC	GBp
INFORMA PLC	GBp
LIBERTY GLOBAL PLC-A	USD
UBM PLC	GBp
DAILY MAIL&GENERAL TST-A NV	GBp
CINEWORLD GROUP PLC	GBp
ITE GROUP PLC	GBp
	
COMPASS GROUP PLC	GBp
INTERCONTINENTAL HOTELS GROU	GBp
WHITBREAD PLC	GBp
LADBROKES CORAL GROUP PLC	GBp
SSP GROUP PLC	GBp
WILLIAM HILL PLC	GBp
MERLIN ENTERTAINMENT	GBp
GREENE KING PLC	GBp
THOMAS COOK GROUP PLC	GBp
DOMINO'S PIZZA GROUP PLC	GBp
GREGGS PLC	GBp
BELMOND LTD-CLASS A	USD
AA PLC	GBp
DIGNITY PLC	GBp
WETHERSPOON (J.D.) PLC	GBp
EI GROUP PLC	GBp
MARSTON'S PLC	GBp
RESTAURANT GROUP PLC	GBp
MITCHELLS & BUTLERS PLC	GBp
RANK GROUP PLC	GBp
PERSIMMON PLC	GBp
BURBERRY GROUP PLC	GBp
MICHAEL KORS HOLDINGS LTD	USD
TAYLOR WIMPEY PLC	GBp
BARRATT DEVELOPMENTS PLC	GBp
BERKELEY GROUP HOLDINGS/THE	GBp
BELLWAY PLC	GBp
BOVIS HOMES GROUP PLC	GBp
REDROW PLC	GBp
CREST NICHOLSON HOLDINGS	GBp
COUNTRYSIDE PROPERTIES PLC	GBp
TED BAKER PLC	GBp
MCCARTHY & STONE PLC	GBp
APTIV PLC	USD
FIAT CHRYSLER AUTOMOBILES NV	USD
GKN PLC	GBp
DELPHI TECHNOLOGIES PLC	USD
KINGFISHER PLC	GBp
NEXT PLC	GBp
MARKS & SPENCER GROUP PLC	GBp
INCHCAPE PLC	GBp
WH SMITH PLC	GBp
DIXONS CARPHONE PLC	GBp
BCA MARKETPLACE PLC	GBp
OCADO GROUP PLC	GBp
JD SPORTS FASHION PLC	GBp
CARD FACTORY PLC	GBp
SUPERDRY PLC	GBp
SPORTS DIRECT INTERNATIONAL	GBp
PETS AT HOME GROUP PLC	GBp
DUNELM GROUP PLC	GBp
HALFORDS GROUP PLC	GBp
BROWN (N) GROUP PLC	GBp
DEBENHAMS PLC	GBp
AO WORLD PLC	GBp
LOOKERS PLC	GBp
BAE SYSTEMS PLC	GBp
ROLLS-ROYCE HOLDINGS PLC	GBp
ASHTEAD GROUP PLC	GBp
CNH INDUSTRIAL NV	USD
PENTAIR PLC	USD
BUNZL PLC	GBp
SMITHS GROUP PLC	GBp
WEIR GROUP PLC/THE	GBp
SPIRAX-SARCO ENGINEERING PLC	GBp
MELROSE INDUSTRIES PLC	GBp
TRAVIS PERKINS PLC	GBp
MEGGITT PLC	GBp
IMI PLC	GBp
COBHAM PLC	GBp
HOWDEN JOINERY GROUP PLC	GBp
ROTORK PLC	GBp
BALFOUR BEATTY PLC	GBp
BODYCOTE PLC	GBp
DIPLOMA PLC	GBp
VESUVIUS PLC	GBp
QINETIQ GROUP PLC	GBp
KIER GROUP PLC	GBp
SENIOR PLC	GBp
GALLIFORD TRY PLC	GBp
ULTRA ELECTRONICS HLDGS PLC	GBp
JOHN LAING GROUP PLC	GBp
SIG PLC	GBp
MORGAN ADVANCED MATERIALS PL	GBp
FENNER PLC	GBp
CHEMRING GROUP PLC	GBp
KELLER GROUP PLC	GBp
POLYPIPE GROUP PLC	GBp
CONCENTRIC AB	SEK
CARILLION PLC	GBp
RELX PLC	GBp
EXPERIAN PLC	GBp
RELX NV	EUR
IHS MARKIT LTD	USD
INTERTEK GROUP PLC	GBp
RENTOKIL INITIAL PLC	GBp
G4S PLC	GBp
CAPITA PLC	GBp
HAYS PLC	GBp
HOMESERVE PLC	GBp
AGGREKO PLC	GBp
BABCOCK INTL GROUP PLC	GBp
PAGEGROUP PLC	GBp
SERCO GROUP PLC	GBp
MITIE GROUP PLC	GBp
DE LA RUE PLC	GBp
RENEWI PLC	GBp
RPS GROUP PLC	GBp
INTERSERVE PLC	GBp
INTL CONSOLIDATED AIRLINE-DI	GBp
ROYAL MAIL PLC	GBp
BBA AVIATION PLC	GBp
EASYJET PLC	GBp
NATIONAL EXPRESS GROUP PLC	GBp
FIRSTGROUP PLC	GBp
STAGECOACH GROUP PLC	GBp
GO-AHEAD GROUP PLC	GBp
NORTHGATE PLC	GBp
STOLT-NIELSEN LTD	NOK
ASTRAZENECA PLC	GBp
GLAXOSMITHKLINE PLC	GBp
BTG PLC	GBp
INDIVIOR PLC	GBp
DECHRA PHARMACEUTICALS PLC	GBp
GENUS PLC	GBp
VECTURA GROUP PLC	GBp
STALLERGENES GREER PLC	EUR
MYOVANT SCIENCES LTD	USD
SMITH & NEPHEW PLC	GBp
STERIS PLC	USD
LIVANOVA PLC	USD
CONVATEC GROUP PLC	GBp
SPIRE HEALTHCARE GROUP PLC	GBp
BP PLC	GBp
TECHNIPFMC PLC	USD
WOOD GROUP (JOHN) PLC	GBp
TULLOW OIL PLC	GBp
SUBSEA 7 SA	NOK
ENSCO PLC-CL A	USD
PETROFAC LTD	GBp
CAIRN ENERGY PLC	GBp
HUNTING PLC	GBp
STOBART GROUP LTD	GBp
NOBLE CORP PLC	USD
OPHIR ENERGY PLC	GBp
SOCO INTERNATIONAL PLC	GBp
PREMIER OIL PLC	GBp
SEADRILL LTD	NOK
	
RIO TINTO PLC	GBp
RIO TINTO LTD	AUD
ANGLO AMERICAN PLC	GBp
JOHNSON MATTHEY PLC	GBp
CRODA INTERNATIONAL PLC	GBp
DS SMITH PLC	GBp
RPC GROUP PLC	GBp
KAZ MINERALS PLC	GBp
VICTREX PLC	GBp
ESSENTRA PLC	GBp
HILL & SMITH HOLDINGS PLC	GBp
SYNTHOMER PLC	GBp
ELEMENTIS PLC	GBp
IBSTOCK PLC	GBp
FERROGLOBE PLC	USD
ACACIA MINING PLC	GBp
VODAFONE GROUP PLC	GBp
BT GROUP PLC	GBp
INMARSAT PLC	GBp
TALKTALK TELECOM GROUP	GBp
KCOM GROUP PLC	GBp
NATIONAL GRID PLC	GBp
SSE PLC	GBp
CENTRICA PLC	GBp
UNITED UTILITIES GROUP PLC	GBp
SEVERN TRENT PLC	GBp
PENNON GROUP PLC	GBp
DRAX GROUP PLC	GBp
TELECOM PLUS PLC	GBp
SAGE GROUP PLC/THE	GBp
WORLDPAY GROUP PLC	GBp
MICRO FOCUS INTL-SPN ADR	USD
MICRO FOCUS INTERNATIONAL	GBp
JUST EAT PLC	GBp
RIGHTMOVE PLC	GBp
AUTO TRADER GROUP PLC	GBp
MONEYSUPERMARKET.COM	GBp
AVEVA GROUP PLC	GBp
SOPHOS GROUP PLC	GBp
FIDESSA GROUP PLC	GBp
TRAVELPORT WORLDWIDE LTD	USD
ZPG PLC	GBp
COMPUTACENTER PLC	GBp
CARDTRONICS PLC - A	USD
NCC GROUP PLC	GBp
GOCOMPARE.COM GROUP PLC	GBp
HALMA PLC	GBp
SPECTRIS PLC	GBp
ELECTROCOMPONENTS PLC	GBp
RENISHAW PLC	GBp
LAIRD PLC	GBp
OXFORD INSTRUMENTS PLC	GBp
DIALOG SEMICONDUCTOR PLC	EUR
LAND SECURITIES GROUP PLC	GBp
BRITISH LAND CO PLC	GBp
SEGRO PLC	GBp
HAMMERSON PLC	GBp
DERWENT LONDON PLC	GBp
INTU PROPERTIES PLC	GBp
CAPITAL & COUNTIES PROPERTIE	GBp
TRITAX BIG BOX REIT PLC	GBp
GREAT PORTLAND ESTATES PLC	GBp
SHAFTESBURY PLC	GBp
UNITE GROUP PLC	GBp
BIG YELLOW GROUP PLC	GBp
WORKSPACE GROUP PLC	GBp
SAVILLS PLC	GBp
ASSURA PLC	GBp
GRAINGER PLC	GBp
LONDONMETRIC PROPERTY PLC	GBp
SAFESTORE HOLDINGS PLC	GBp
NEWRIVER REIT PLC	GBp
ST. MODWEN PROPERTIES PLC	GBp
HANSTEEN HOLDINGS PLC	GBp
RDI REIT PLC	GBp
HELICAL PLC	GBp
DAEJAN HOLDINGS PLC	GBp
FOXTONS GROUP PLC	GBp
COUNTRYWIDE PLC	GBp
ROYAL BANK OF CANADA	CAD
TORONTO-DOMINION BANK	CAD
BANK OF NOVA SCOTIA	CAD
BANK OF MONTREAL	CAD
CAN IMPERIAL BK OF COMMERCE	CAD
NATIONAL BANK OF CANADA	CAD
CANADIAN WESTERN BANK	CAD
LAURENTIAN BANK OF CANADA	CAD
GENWORTH MI CANADA INC	CAD
HOME CAPITAL GROUP INC	CAD
FIRST NATIONAL FINANCIAL COR	CAD
MANULIFE FINANCIAL CORP	CAD
SUN LIFE FINANCIAL INC	CAD
FAIRFAX FINANCIAL HLDGS LTD	CAD
INTACT FINANCIAL CORP	CAD
POWER CORP OF CANADA	CAD
GREAT-WEST LIFECO INC	CAD
POWER FINANCIAL CORP	CAD
INDUSTRIAL ALLIANCE INSURANC	CAD
	
BROOKFIELD ASSET MANAGE-CL A	CAD
THOMSON REUTERS CORP	CAD
ONEX CORPORATION	CAD
CI FINANCIAL CORP	CAD
TMX GROUP LTD	CAD
ELEMENT FLEET MANAGEMENT COR	CAD
IGM FINANCIAL INC	CAD
ECN CAPITAL CORP	CAD
SPROTT INC	CAD
ENBRIDGE INC	CAD
SUNCOR ENERGY INC	CAD
CANADIAN NATURAL RESOURCES	CAD
TRANSCANADA CORP	CAD
PEMBINA PIPELINE CORP	CAD
ENCANA CORP	CAD
CENOVUS ENERGY INC	CAD
IMPERIAL OIL LTD	CAD
INTER PIPELINE LTD	CAD
PRAIRIESKY ROYALTY LTD	CAD
KEYERA CORP	CAD
CRESCENT POINT ENERGY CORP	CAD
TOURMALINE OIL CORP	CAD
HUSKY ENERGY INC	CAD
SEVEN GENERATIONS ENERGY - A	CAD
ARC RESOURCES LTD	CAD
ALTAGAS LTD	CAD
VERMILION ENERGY INC	CAD
CAMECO CORP	CAD
PARKLAND FUEL CORP	CAD
ENERPLUS CORP	CAD
ENBRIDGE INCOME FUND HOLDING	CAD
WHITECAP RESOURCES INC	CAD
PAREX RESOURCES INC	CAD
PEYTO EXPLORATION & DEV CORP	CAD
GIBSON ENERGY INC	CAD
SHAWCOR LTD	CAD
PASON SYSTEMS INC	CAD
RAGING RIVER EXPLORATION INC	CAD
CES ENERGY SOLUTIONS CORP	CAD
MULLEN GROUP LTD	CAD
MEG ENERGY CORP	CAD
PARAMOUNT RESOURCES LTD -A	CAD
SECURE ENERGY SERVICES INC	CAD
NUVISTA ENERGY LTD	CAD
ENERFLEX LTD	CAD
GRAN TIERRA ENERGY INC	USD
TORC OIL & GAS LTD	CAD
PRECISION DRILLING CORP	CAD
ADVANTAGE OIL & GAS LTD	CAD
KELT EXPLORATION LTD	CAD
BIRCHCLIFF ENERGY LTD	CAD
BAYTEX ENERGY CORP	CAD
ENSIGN ENERGY SERVICES INC	CAD
OBSIDIAN ENERGY LTD	CAD
CREW ENERGY INC	CAD
ATHABASCA OIL CORP	CAD
SUNSHINE OILSANDS LTD	HKD
	
	
BARRICK GOLD CORP	CAD
	
FRANCO-NEVADA CORP	CAD
TECK RESOURCES LTD-CLS B	CAD
GOLDCORP INC	CAD
